zh_path	en_path	triage	n_en_blocks	n_zh_blocks
atoms/educators/self_worth/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/educators/self_worth/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/educators/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/educators/courage/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	25	20
atoms/educators/courage/spiral/locales/zh-TW/CANONICAL.txt	atoms/educators/courage/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/13	26	13
atoms/educators/courage/shame/locales/zh-TW/CANONICAL.txt	atoms/educators/courage/shame/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:2/12	26	12
atoms/educators/courage/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/educators/courage/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/educators/depression/watcher/locales/zh-TW/CANONICAL.txt	atoms/educators/depression/watcher/CANONICAL.txt	HEADER_MISMATCH;DUPLICATE_HEADERS;BAD_BLOCKS:1/32	31	32
atoms/educators/depression/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/educators/depression/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/27	26	27
atoms/educators/depression/grief/locales/zh-TW/CANONICAL.txt	atoms/educators/depression/grief/CANONICAL.txt	DUPLICATE_HEADERS	31	31
atoms/educators/depression/shame/locales/zh-TW/CANONICAL.txt	atoms/educators/depression/shame/CANONICAL.txt	DUPLICATE_HEADERS	31	31
atoms/educators/depression/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/educators/depression/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/first_responders/financial_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/financial_anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/financial_anxiety/HOOK/locales/zh-TW/CANONICAL.txt	atoms/first_responders/financial_anxiety/HOOK/CANONICAL.txt	BAD_BLOCKS:30/30	30	30
atoms/first_responders/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/compassion_fatigue/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/first_responders/anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:13/13	18	13
atoms/first_responders/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/sleep_anxiety/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	25	20
atoms/first_responders/sleep_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/sleep_anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/overthinking/INTEGRATION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	30	20
atoms/first_responders/overthinking/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/overthinking/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:13/13	18	13
atoms/first_responders/boundaries/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/boundaries/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/somatic_healing/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/somatic_healing/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/financial_stress/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/financial_stress/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/social_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/social_anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/grief/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/grief/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/imposter_syndrome/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/imposter_syndrome/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/imposter_syndrome/REFLECTION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	30	20
atoms/first_responders/self_worth/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/self_worth/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/courage/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/courage/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/depression/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/depression/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:13/13	13	13
atoms/first_responders/burnout/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/first_responders/burnout/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:13/13	16	13
atoms/first_responders/burnout/HOOK/locales/zh-TW/CANONICAL.txt	atoms/first_responders/burnout/HOOK/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:30/30	33	30
atoms/midlife_women/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt	atoms/midlife_women/financial_stress/REFLECTION/CANONICAL.txt	HEADER_MISMATCH	3	1
atoms/midlife_women/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt	atoms/midlife_women/self_worth/REFLECTION/CANONICAL.txt	HEADER_MISMATCH	3	1
atoms/midlife_women/depression/REFLECTION/locales/zh-TW/CANONICAL.txt	atoms/midlife_women/depression/REFLECTION/CANONICAL.txt	HEADER_MISMATCH	3	1
atoms/entrepreneurs/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_anxiety/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/entrepreneurs/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/compassion_fatigue/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/compassion_fatigue/false_alarm/CANONICAL.txt	HEADER_MISMATCH	26	19
atoms/entrepreneurs/compassion_fatigue/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/compassion_fatigue/COMPRESSION/CANONICAL.txt	DUPLICATE_HEADERS;BAD_BLOCKS:20/20	20	20
atoms/entrepreneurs/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/compassion_fatigue/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/19	27	19
atoms/entrepreneurs/anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anxiety/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/19	27	19
atoms/entrepreneurs/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anxiety/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/12	27	12
atoms/entrepreneurs/anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anxiety/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:10/10	10	10
atoms/entrepreneurs/anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH	27	14
atoms/entrepreneurs/anchored/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_anxiety/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_anxiety/false_alarm/CANONICAL.txt	HEADER_MISMATCH	20	19
atoms/entrepreneurs/anchored/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_anxiety/comparison/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/compassion_fatigue/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/compassion_fatigue/shame/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/compassion_fatigue/comparison/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH	20	18
atoms/entrepreneurs/anchored/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/14	20	14
atoms/entrepreneurs/anchored/anxiety/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/spiral/CANONICAL.txt	HEADER_MISMATCH	20	14
atoms/entrepreneurs/anchored/anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/grief/CANONICAL.txt	HEADER_MISMATCH	20	19
atoms/entrepreneurs/anchored/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/12	20	12
atoms/entrepreneurs/anchored/anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/14	20	14
atoms/entrepreneurs/anchored/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/sleep_anxiety/watcher/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/sleep_anxiety/shame/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/sleep_anxiety/comparison/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/overthinking/overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/overthinking/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/overthinking/grief/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/overthinking/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/overthinking/shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/boundaries/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/boundaries/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/boundaries/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/boundaries/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/somatic_healing/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/somatic_healing/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/somatic_healing/grief/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/somatic_healing/false_alarm/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/somatic_healing/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/somatic_healing/shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/somatic_healing/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/financial_stress/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/watcher/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/financial_stress/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/financial_stress/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/grief/CANONICAL.txt	HEADER_MISMATCH	20	19
atoms/entrepreneurs/anchored/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/financial_stress/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/shame/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/financial_stress/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/financial_stress/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/social_anxiety/overwhelm/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/social_anxiety/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/grief/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/grief/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/grief/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/grief/shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/grief/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/grief/comparison/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/imposter_syndrome/watcher/CANONICAL.txt	HEADER_MISMATCH	20	19
atoms/entrepreneurs/anchored/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/imposter_syndrome/overwhelm/CANONICAL.txt	HEADER_MISMATCH	20	19
atoms/entrepreneurs/anchored/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/imposter_syndrome/spiral/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/imposter_syndrome/false_alarm/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/self_worth/overwhelm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/self_worth/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/self_worth/spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/courage/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/courage/overwhelm/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/courage/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/courage/grief/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/courage/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/courage/shame/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/depression/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/depression/false_alarm/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/depression/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/depression/shame/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/depression/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/depression/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/burnout/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/burnout/spiral/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/burnout/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/burnout/false_alarm/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/anchored/burnout/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/burnout/shame/CANONICAL.txt	BAD_BLOCKS:1/20	20	20
atoms/entrepreneurs/anchored/burnout/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/anchored/burnout/comparison/CANONICAL.txt	CLEAN_FALSE_POSITIVE	20	20
atoms/entrepreneurs/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/sleep_anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/sleep_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/sleep_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/entrepreneurs/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/sleep_anxiety/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/overthinking/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/overthinking/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/overthinking/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/overthinking/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/overthinking/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/entrepreneurs/overthinking/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/overthinking/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/21	26	21
atoms/entrepreneurs/boundaries/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/boundaries/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/boundaries/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/boundaries/spiral/CANONICAL.txt	HEADER_MISMATCH	26	21
atoms/entrepreneurs/boundaries/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/boundaries/grief/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/boundaries/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/boundaries/COMPRESSION/CANONICAL.txt	BAD_BLOCKS:15/15	15	15
atoms/entrepreneurs/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/somatic_healing/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/21	26	21
atoms/entrepreneurs/somatic_healing/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/shame/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/somatic_healing/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/entrepreneurs/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/somatic_healing/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_stress/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	27	20
atoms/entrepreneurs/financial_stress/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	27	20
atoms/entrepreneurs/financial_stress/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/financial_stress/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/shame/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	27	20
atoms/entrepreneurs/financial_stress/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/COMPRESSION/CANONICAL.txt	DUPLICATE_HEADERS;BAD_BLOCKS:20/20	20	20
atoms/entrepreneurs/financial_stress/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/financial_stress/comparison/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/21	26	21
atoms/entrepreneurs/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/social_anxiety/watcher/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/social_anxiety/overwhelm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/social_anxiety/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/social_anxiety/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/social_anxiety/grief/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/social_anxiety/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/social_anxiety/COMPRESSION/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/1	3	1
atoms/entrepreneurs/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/INTEGRATION/CANONICAL.txt	BAD_BLOCKS:1/25	25	25
atoms/entrepreneurs/grief/overwhelm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/overwhelm/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/grief/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/grief/shame/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/shame/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/21	26	21
atoms/entrepreneurs/grief/COMPRESSION/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/COMPRESSION/CANONICAL.txt	DUPLICATE_HEADERS;BAD_BLOCKS:20/20	20	20
atoms/entrepreneurs/grief/comparison/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/grief/comparison/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/imposter_syndrome/watcher/CANONICAL.txt	HEADER_MISMATCH	26	20
atoms/entrepreneurs/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/imposter_syndrome/spiral/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/imposter_syndrome/grief/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
atoms/entrepreneurs/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt	atoms/entrepreneurs/imposter_syndrome/false_alarm/CANONICAL.txt	HEADER_MISMATCH;BAD_BLOCKS:1/20	26	20
