row_type	name	subsystem	status	last_touched	notes	pipeline_entry_point	pipeline_called_by	pipeline_calls_into	pipeline_config_paths	pipeline_schema_paths	pipeline_test_coverage	module_top_level_area	module_line_count	module_imports_count	module_imported_by_count	module_has_main	module_has_tests	module_last_author	req_text	req_topic_cluster	req_source	req_evidence_path
orphan_module	phoenix_v4/planning/assembly_compiler.py		orphaned	2026-02-24								phoenix_v4	1122	18	0	0	1	Ahjan108				
orphan_module	phoenix_v4/planning/atoms_model_loader.py		orphaned	2026-02-26								phoenix_v4	60	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/author_asset_loader.py		orphaned	2026-02-24								phoenix_v4	248	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/author_brand_resolver.py		orphaned	2026-02-24								phoenix_v4	61	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/author_cover_art_resolver.py		orphaned	2026-03-03								phoenix_v4	73	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/beatmap_compile.py		orphaned	2026-04-10								phoenix_v4	698	9	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/bestseller_structure_map.py		orphaned	2026-03-30								phoenix_v4	294	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/book_structure_plan.py		orphaned	2026-04-15								phoenix_v4	609	8	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/budget_check.py		orphaned	2026-03-31								phoenix_v4	164	7	0	0	1	Ahjan108				
orphan_module	phoenix_v4/planning/canonical_block_metadata.py		orphaned	2026-04-15								phoenix_v4	61	4	0	0	0	Nihala (Ma'at)				
module	phoenix_v4/planning/capability_check.py		helper	2026-02-24								phoenix_v4	124	5	2	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/catalog_planner.py		orphaned	2026-02-24								phoenix_v4	582	9	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/chapter_plan.py		orphaned	2026-04-15								phoenix_v4	184	3	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/chapter_planner.py		orphaned	2026-02-24								phoenix_v4	683	8	0	0	0	Ahjan108				
module	phoenix_v4/planning/coverage_checker.py		live	2026-02-24								phoenix_v4	106	7	0	1	0	Ahjan108				
module	phoenix_v4/planning/duration_planner.py		live	2026-03-31								phoenix_v4	406	8	0	1	1	Ahjan108				
orphan_module	phoenix_v4/planning/engine_loader.py		orphaned	2026-02-24								phoenix_v4	77	5	0	0	0	Ahjan108				
module	phoenix_v4/planning/enrichment_select.py		helper	2026-04-10								phoenix_v4	2142	24	1	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/exercise_journey_planner.py		orphaned	2026-04-11								phoenix_v4	219	6	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/exercise_registry_loader.py		orphaned	2026-04-11								phoenix_v4	126	5	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/experience_resolver.py		orphaned	2026-03-31								phoenix_v4	170	6	0	0	0	Ahjan108				
module	phoenix_v4/planning/format_selector.py		live	2026-02-24								phoenix_v4	346	9	0	1	1	Ahjan108				
orphan_module	phoenix_v4/planning/freebie_planner.py		orphaned	2026-02-24								phoenix_v4	374	5	0	0	0	Ahjan108				
module	phoenix_v4/planning/injection_resolver.py		helper	2026-04-12								phoenix_v4	782	9	2	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/intro_conclusion_resolver.py		orphaned	2026-04-05								phoenix_v4	352	6	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/intro_ending_caps.py		orphaned	2026-02-26								phoenix_v4	184	7	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/intro_ending_selector.py		orphaned	2026-02-26								phoenix_v4	121	5	0	0	0	Ahjan108				
module	phoenix_v4/planning/knob_apply.py		helper	2026-04-10								phoenix_v4	824	8	1	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/legacy_template_loader.py		orphaned	2026-04-11								phoenix_v4	592	8	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/narrator_brand_resolver.py		orphaned	2026-02-24								phoenix_v4	82	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/outcome_resolver.py		orphaned	2026-04-11								phoenix_v4	116	3	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/output_contract.py		orphaned	2026-03-31								phoenix_v4	170	5	0	0	1	Ahjan108				
orphan_module	phoenix_v4/planning/pool_index.py		orphaned	2026-02-24								phoenix_v4	327	12	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/practice_selector.py		orphaned	2026-02-24								phoenix_v4	86	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/pre_intro_resolver.py		orphaned	2026-02-26								phoenix_v4	161	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/registry_resolver.py		orphaned	2026-04-07								phoenix_v4	508	8	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/schema_v4.py		orphaned	2026-02-24								phoenix_v4	112	4	0	0	0	Ahjan108				
module	phoenix_v4/planning/selection_allowlist.py		stub	2026-04-15								phoenix_v4	39	2	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/series_mode_planner.py		orphaned	2026-02-26								phoenix_v4	115	5	0	0	1	Ahjan108				
orphan_module	phoenix_v4/planning/slot_resolver.py		orphaned	2026-02-24								phoenix_v4	322	10	0	0	1	Ahjan108				
orphan_module	phoenix_v4/planning/story_planner.py		orphaned	2026-04-19								phoenix_v4	450	7	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/planning/teacher_brand_resolver.py		orphaned	2026-02-24								phoenix_v4	98	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/teacher_matrix.py		orphaned	2026-02-24								phoenix_v4	56	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/teacher_portfolio_planner.py		orphaned	2026-02-24								phoenix_v4	215	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/planning/variation_selector.py		orphaned	2026-02-24								phoenix_v4	304	6	0	0	0	Ahjan108				
module	phoenix_v4/planning/wave_orchestrator.py		live	2026-02-24								phoenix_v4	207	8	0	1	0	Ahjan108				
orphan_module	phoenix_v4/qa/_narrative_plan_utils.py		orphaned	2026-02-24								phoenix_v4	97	2	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/atom_metadata_loader.py		orphaned	2026-02-24								phoenix_v4	108	6	0	0	0	Ahjan108				
module	phoenix_v4/qa/bestseller_editor.py		helper	2026-03-29								phoenix_v4	516	16	1	0	1	Ahjan108				
orphan_module	phoenix_v4/qa/book_pass_gate.py		orphaned	2026-02-27								phoenix_v4	322	16	0	0	1	Ahjan108				
orphan_module	phoenix_v4/qa/callback_integrity_gate.py		orphaned	2026-02-24								phoenix_v4	63	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/catalog_spam_gates.py		orphaned	2026-03-31								phoenix_v4	357	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/cost_gradient_gate.py		orphaned	2026-02-24								phoenix_v4	98	4	0	0	0	Ahjan108				
module	phoenix_v4/qa/cta_signature_caps.py		live	2026-02-26								phoenix_v4	199	8	0	1	0	Ahjan108				
orphan_module	phoenix_v4/qa/dupe_eval.py		orphaned	2026-02-24								phoenix_v4	434	6	0	0	1	Ahjan108				
orphan_module	phoenix_v4/qa/editorial_report.py		orphaned	2026-04-02								phoenix_v4	750	8	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/qa/experience_wave_checks.py		orphaned	2026-03-31								phoenix_v4	462	8	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/identity_shift_gate.py		orphaned	2026-02-24								phoenix_v4	83	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/locale_territory_gate.py		orphaned	2026-02-24								phoenix_v4	86	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/macro_cadence_gate.py		orphaned	2026-02-24								phoenix_v4	91	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/mechanism_escalation_gate.py		orphaned	2026-02-24								phoenix_v4	89	4	0	0	1	Ahjan108				
module	phoenix_v4/qa/practice_safety_lint.py		live	2026-02-24								phoenix_v4	71	6	0	1	0	Ahjan108				
module	phoenix_v4/qa/report_teacher_gaps.py		live	2026-02-24								phoenix_v4	228	10	0	1	0	Ahjan108				
orphan_module	phoenix_v4/qa/scene_anti_genericity_gate.py		orphaned	2026-03-31								phoenix_v4	410	4	0	0	1	Ahjan108				
module	phoenix_v4/qa/teacher_presence_report.py		live	2026-02-24								phoenix_v4	136	6	0	1	0	Ahjan108				
module	phoenix_v4/qa/validate_arc_alignment.py		helper	2026-02-24								phoenix_v4	85	3	3	0	0	Ahjan108				
module	phoenix_v4/qa/validate_brand_archetype_registry.py		live	2026-02-24								phoenix_v4	203	6	0	1	0	Ahjan108				
module	phoenix_v4/qa/validate_compiled_plan.py		helper	2026-02-24								phoenix_v4	161	3	3	0	0	Ahjan108				
module	phoenix_v4/qa/validate_engine_resolution.py		stub	2026-02-24								phoenix_v4	43	4	2	0	0	Ahjan108				
module	phoenix_v4/qa/validate_freebie_density.py		live	2026-02-24								phoenix_v4	245	8	0	1	0	Ahjan108				
module	phoenix_v4/qa/validate_journey_shape_coverage.py		helper	2026-02-24								phoenix_v4	100	6	1	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/validate_k_table.py		orphaned	2026-02-24								phoenix_v4	89	6	0	0	0	Ahjan108				
module	phoenix_v4/qa/validate_marketing_config.py		live	2026-03-06								phoenix_v4	240	5	1	1	0	Ahjan108				
module	phoenix_v4/qa/validate_motif_saturation.py		helper	2026-02-24								phoenix_v4	65	3	1	0	0	Ahjan108				
module	phoenix_v4/qa/validate_pre_intro.py		helper	2026-02-26								phoenix_v4	91	5	2	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/validate_reframe_diversity.py		orphaned	2026-02-24								phoenix_v4	82	5	0	0	0	Ahjan108				
module	phoenix_v4/qa/validate_section_reorder_safety.py		helper	2026-02-24								phoenix_v4	101	5	1	0	0	Ahjan108				
module	phoenix_v4/qa/validate_series_diversity.py		live	2026-02-26								phoenix_v4	179	7	3	1	1	Ahjan108				
module	phoenix_v4/qa/validate_teacher_exercise_share.py		helper	2026-02-24								phoenix_v4	70	1	1	0	0	Ahjan108				
orphan_module	phoenix_v4/qa/validate_variant_family_coverage.py		orphaned	2026-02-24								phoenix_v4	82	3	0	0	0	Ahjan108				
module	phoenix_v4/qa/validate_variation_signature.py		stub	2026-02-24								phoenix_v4	47	4	1	0	0	Ahjan108				
module	phoenix_v4/quality/__init__.py		stub	2026-02-25								phoenix_v4	11	0	0	0	0	Ahjan108				
module	phoenix_v4/quality/base.py		helper	2026-02-25								phoenix_v4	135	5	5	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/bestseller_craft_gate.py		orphaned	2026-03-30								phoenix_v4	410	5	0	0	1	Ahjan108				
orphan_module	phoenix_v4/quality/book_quality_gate.py		orphaned	2026-04-14								phoenix_v4	204	9	0	0	1	Nihala (Ma'at)				
module	phoenix_v4/quality/chapter_flow_gate.py		helper	2026-02-26								phoenix_v4	278	4	2	0	1	Ahjan108				
orphan_module	phoenix_v4/quality/ei_adapter.py		orphaned	2026-03-03								phoenix_v4	310	8	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_embeddings.py		orphaned	2026-03-03								phoenix_v4	120	8	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_llm_judge.py		orphaned	2026-03-03								phoenix_v4	139	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_parallel_adapter.py		orphaned	2026-03-03								phoenix_v4	312	9	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/__init__.py		orphaned	2026-03-03								phoenix_v4	235	12	0	0	0	Ahjan108				
module	phoenix_v4/quality/ei_v2/config.py		helper	2026-03-03								phoenix_v4	195	5	14	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/cross_encoder_reranker.py		orphaned	2026-03-03								phoenix_v4	159	5	0	0	0	Ahjan108				
module	phoenix_v4/quality/ei_v2/dimension_gates.py		helper	2026-03-06								phoenix_v4	495	9	1	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/domain_embeddings.py		orphaned	2026-03-03								phoenix_v4	262	9	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/duration_fit.py		orphaned	2026-03-30								phoenix_v4	102	4	0	0	0	Ahjan108				
module	phoenix_v4/quality/ei_v2/ei_warnings.py		stub	2026-03-06								phoenix_v4	20	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/emotion_arc_validator.py		orphaned	2026-03-03								phoenix_v4	223	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/hybrid_selector.py		orphaned	2026-03-06								phoenix_v4	441	13	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/learner.py		orphaned	2026-03-06								phoenix_v4	236	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/llm_callback.py		orphaned	2026-03-30								phoenix_v4	92	2	0	0	1	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/manga_dialogue_gates.py		orphaned	2026-04-17								phoenix_v4	638	6	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/quality/ei_v2/marketing_lexicons.py		orphaned	2026-03-06								phoenix_v4	331	10	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/research_lexicons.py		orphaned	2026-03-06								phoenix_v4	195	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/safety_classifier.py		orphaned	2026-03-03								phoenix_v4	360	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/semantic_dedup.py		orphaned	2026-03-03								phoenix_v4	186	4	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/tts_readability.py		orphaned	2026-03-03								phoenix_v4	240	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/ei_v2/visual_therapeutic.py		orphaned	2026-03-30								phoenix_v4	256	5	0	0	0	Ahjan108				
orphan_module	phoenix_v4/quality/frame_governor.py		orphaned	2026-04-14								phoenix_v4	502	6	0	0	0	Nihala (Ma'at)				
module	phoenix_v4/quality/marketing_assets_from_lines.py		live	2026-02-25								phoenix_v4	207	8	0	1	0	Ahjan108				
module	phoenix_v4/quality/memorable_line_detector.py		live	2026-02-25								phoenix_v4	320	9	0	1	0	Ahjan108				
orphan_module	phoenix_v4/quality/memorable_line_gate.py		orphaned	2026-03-30								phoenix_v4	325	7	0	0	1	Ahjan108				
module	phoenix_v4/quality/quality_bundle_builder.py		live	2026-02-25								phoenix_v4	391	15	0	1	0	Ahjan108				
module	phoenix_v4/quality/regression_museum/__init__.py		stub	2026-04-18								phoenix_v4	5	2	0	0	0	Nihala (Ma'at)				
module	phoenix_v4/quality/regression_museum/detectors.py		helper	2026-04-18								phoenix_v4	269	5	1	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/quality/regression_museum/pearl_news_detectors.py		orphaned	2026-04-19								phoenix_v4	286	7	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/quality/regression_museum/runner.py		orphaned	2026-04-18								phoenix_v4	83	7	0	0	0	Nihala (Ma'at)				
module	phoenix_v4/quality/story_atom_lint.py		live	2026-02-25								phoenix_v4	305	10	0	1	0	Ahjan108				
orphan_module	phoenix_v4/quality/teacher_integrity.py		orphaned	2026-03-03								phoenix_v4	139	4	0	0	0	Ahjan108				
module	phoenix_v4/quality/transformation_heatmap.py		live	2026-02-25								phoenix_v4	297	9	0	1	0	Ahjan108				
module	phoenix_v4/rendering/__init__.py		stub	2026-02-24								phoenix_v4	23	2	0	0	0	Ahjan108				
module	phoenix_v4/rendering/book_renderer.py		helper	2026-02-24								phoenix_v4	2012	24	2	0	1	Ahjan108				
module	phoenix_v4/rendering/chapter_composer.py		helper	2026-03-29								phoenix_v4	2369	21	4	0	1	Ahjan108				
module	phoenix_v4/rendering/golden_chapter_synthesis.py		helper	2026-04-15								phoenix_v4	1386	14	1	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/rendering/locale_templates.py		orphaned	2026-04-09								phoenix_v4	92	6	0	0	0	Nihala (Ma'at)				
orphan_module	phoenix_v4/rendering/pearl_writer_expand.py		orphaned	2026-04-12								phoenix_v4	332	7	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/rendering/prose_resolver.py		orphaned	2026-02-24								phoenix_v4	372	9	0	0	0	Ahjan108				
orphan_module	phoenix_v4/rendering/rhetorical_memory.py		orphaned	2026-04-16								phoenix_v4	139	4	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/rendering/rhetorical_scorer.py		orphaned	2026-04-16								phoenix_v4	155	3	0	0	1	Nihala (Ma'at)				
orphan_module	phoenix_v4/rendering/section_packet_composer.py		orphaned	2026-04-11								phoenix_v4	542	15	0	0	1	Nihala (Ma'at)				
module	phoenix_v4/rendering/teacher_wrapper.py		helper	2026-04-23								phoenix_v4	269	6	1	0	1	Nihala (Ma'at)				
module	phoenix_v4/teacher/__init__.py		stub	2026-02-24								phoenix_v4	22	1	0	0	0	Ahjan108				
orphan_module	phoenix_v4/teacher/coverage_gate.py		orphaned	2026-02-24								phoenix_v4	305	6	0	0	0	Ahjan108				
orphan_module	phoenix_v4/teacher/doctrine_fingerprint.py		orphaned	2026-02-24								phoenix_v4	109	7	0	0	0	Ahjan108				
orphan_module	phoenix_v4/teacher/teacher_config.py		orphaned	2026-02-24								phoenix_v4	56	4	0	0	0	Ahjan108				
module	phoenix_v4/tools/generate_html_freebie.py		live	2026-02-24								phoenix_v4	175	5	0	1	0	Ahjan108				
module	phoenix_v4/video/__init__.py		stub	2026-04-01								phoenix_v4	1	0	0	0	0	Ahjan108				
module	phoenix_v4/video/quota_manager.py		live	2026-04-01								phoenix_v4	429	10	0	1	0	Ahjan108				
orphan_module	regen_files.py		orphaned	unknown								regen_files.py	79	3	0	0	0	unknown				
module	scripts/add_atoms_from_report_failures.py		live	2026-03-06								scripts	116	7	0	1	0	Ahjan108				
module	scripts/add_band_and_depth_atoms.py		live	2026-03-06								scripts	164	7	0	1	0	Ahjan108				
module	scripts/agent/assert_remote.py		live	2026-04-25								scripts	130	5	3	1	0	Ahjan108				
module	scripts/analysis/apply_exercise_rewrites.py		live	2026-04-10								scripts	245	5	0	1	0	Nihala (Ma'at)				
module	scripts/analysis/audit_exercise_coverage.py		live	2026-04-17								scripts	228	7	0	1	0	Nihala (Ma'at)				
module	scripts/analysis/diagnose_repetition.py		live	2026-04-17								scripts	266	7	0	1	0	Nihala (Ma'at)				
module	scripts/analysis/score_catalog_deep.py		live	2026-04-10								scripts	879	13	0	1	0	Nihala (Ma'at)				
module	scripts/analysis/score_external_text.py		live	2026-04-18								scripts	164	9	0	1	0	Nihala (Ma'at)				
module	scripts/analysis/trace_library_fallback.py		live	2026-04-17								scripts	234	7	0	1	0	Nihala (Ma'at)				
module	scripts/artifacts/migrate_local_books_to_r2.py		live	2026-04-25								scripts	151	6	0	1	0	Ahjan108				
module	scripts/artifacts/r2_push_helper.py		live	2026-04-25								scripts	358	16	0	1	0	Ahjan108				
module	scripts/artifacts/r2_sync.py		live	2026-04-25								scripts	428	16	0	1	0	Ahjan108				
module	scripts/atom_writing/__init__.py		stub	2026-04-05								scripts	2	0	0	0	0	Nihala (Ma'at)				
module	scripts/atom_writing/run_writing_campaign.py		live	2026-04-05								scripts	861	15	0	1	0	Nihala (Ma'at)				
module	scripts/atom_writing/validate_atoms.py		live	2026-04-05								scripts	489	10	0	1	0	Nihala (Ma'at)				
module	scripts/atom_writing/write_atoms_claude.py		live	2026-04-05								scripts	570	11	0	1	0	Nihala (Ma'at)				
module	scripts/atom_writing/write_teacher_stories.py		live	2026-04-05								scripts	438	11	0	1	0	Nihala (Ma'at)				
module	scripts/audio/generate_presenter_audio.py		live	2026-04-05								scripts	381	9	0	1	0	Ahjan108				
module	scripts/audio/generate_teacher_showcase_audio.py		live	2026-04-08								scripts	248	11	0	1	0	Nihala (Ma'at)				
module	scripts/audiobook/__init__.py		stub	2026-04-09								scripts	2	0	0	0	0	Nihala (Ma'at)				
module	scripts/audiobook/generate_showcase_bundle.py		live	2026-04-09								scripts	942	15	0	1	0	Nihala (Ma'at)				
module	scripts/audiobook_script/run_comparator_loop.py		live	2026-03-06								scripts	802	15	0	1	0	Ahjan108				
module	scripts/audiobook_script/run_regression.py		live	2026-03-06								scripts	369	15	0	1	0	Ahjan108				
module	scripts/audit/remote_commit_review.py		live	2026-03-22								scripts	195	9	0	1	0	Ahjan108				
module	scripts/book_script_content_validation.py		live	2026-03-06								scripts	445	8	0	1	0	Ahjan108				
module	scripts/brand_admin/upload_teacher_example_reel_r2.py		live	2026-04-14								scripts	93	8	0	1	0	Nihala (Ma'at)				
module	scripts/brand_management/generate_global_registry.py		live	2026-04-05								scripts	230	5	0	1	0	Nihala (Ma'at)				
module	scripts/brand_management/generate_marketing_presentations.py		live	2026-04-05								scripts	319	7	0	1	0	Nihala (Ma'at)				
module	scripts/brand_management/run_performance_checkup.py		live	2026-04-05								scripts	204	9	0	1	0	Nihala (Ma'at)				
module	scripts/brand_management/run_plaid_monthly.py		live	2026-04-05								scripts	173	8	0	1	0	Nihala (Ma'at)				
module	scripts/brand_management/setup_brand_subdomains.py		live	2026-04-05								scripts	284	10	0	1	0	Nihala (Ma'at)				
module	scripts/build_proof_chapter.py		live	2026-02-26								scripts	174	6	0	1	0	Ahjan108				
module	scripts/build_weekly_brand_package.py		live	2026-04-04								scripts	349	12	0	1	0	Nihala (Ma'at)				
module	scripts/canary/run_bestseller_canary.py		live	2026-03-30								scripts	408	12	0	1	0	Ahjan108				
module	scripts/catalog/build_catalog_analysis_bundle.py		live	2026-04-09								scripts	454	11	1	1	0	Nihala (Ma'at)				
module	scripts/catalog/dump_manga_series_plan_json.py		live	2026-04-10								scripts	78	5	0	1	0	Nihala (Ma'at)				
module	scripts/catalog/generate_full_catalog.py		live	2026-04-05								scripts	1557	12	0	1	0	Nihala (Ma'at)				
module	scripts/catalog/growth_engine.py		live	2026-04-04								scripts	467	11	0	1	0	Ahjan108				
module	scripts/catalog/marketing_feedback_adjuster.py		live	2026-04-10								scripts	371	7	0	1	0	Nihala (Ma'at)				
module	scripts/catalog/projection_planner.py		live	2026-04-10								scripts	306	12	0	1	0	Nihala (Ma'at)				
module	scripts/catalog/revenue_projector.py		live	2026-04-10								scripts	359	7	0	1	0	Nihala (Ma'at)				
module	scripts/catalog/weekly_production_queue.py		live	2026-04-05								scripts	1553	13	0	1	0	Nihala (Ma'at)				
module	scripts/catalog_visibility/__init__.py		stub	2026-04-20								scripts	2	0	0	0	0	Nihala (Ma'at)				
module	scripts/catalog_visibility/build_dashboard.py		live	2026-04-20								scripts	109	7	0	1	0	Nihala (Ma'at)				
module	scripts/catalog_visibility/extract_manga_series_index.py		live	2026-04-20								scripts	371	7	0	1	0	Nihala (Ma'at)				
module	scripts/catalog_visibility/generate_character_image.py		live	2026-04-20								scripts	170	9	0	1	0	Nihala (Ma'at)				
module	scripts/check_golden_translation.py		live	2026-03-06								scripts	109	5	0	1	0	Ahjan108				
module	scripts/check_spec_version_bump.py		live	2026-02-24								scripts	124	5	0	1	0	Ahjan108				
module	scripts/ci/analyze_bestseller_quality.py		live	2026-04-01								scripts	796	16	0	1	0	Ahjan108				
module	scripts/ci/analyze_pearl_prime_sim.py		live	2026-03-03								scripts	234	6	0	1	0	Ahjan108				
module	scripts/ci/audit_llm_callers.py		live	2026-04-18								scripts	173	7	0	1	0	Nihala (Ma'at)				
module	scripts/ci/check_author_cover_art.py		live	2026-03-03								scripts	99	5	0	1	0	Ahjan108				
module	scripts/ci/check_author_positioning.py		live	2026-02-24								scripts	337	9	0	1	0	Ahjan108				
module	scripts/ci/check_blocked_platforms.py		live	2026-04-25								scripts	153	7	0	1	0	Nihala (Ma'at)				
module	scripts/ci/check_book_output_no_placeholders.py		live	2026-02-26								scripts	88	5	0	1	0	Ahjan108				
module	scripts/ci/check_book_output_tier0_contract.py		live	2026-03-03								scripts	95	6	0	1	0	Ahjan108				
module	scripts/ci/check_catalog_spam.py		live	2026-03-31								scripts	70	7	0	1	0	Ahjan108				
module	scripts/ci/check_church_yaml_no_sensitive_tokens.py		live	2026-03-03								scripts	91	5	0	1	0	Ahjan108				
module	scripts/ci/check_docs_governance.py		live	2026-03-03								scripts	339	7	0	1	0	Ahjan108				
module	scripts/ci/check_doctrine_drift.py		live	2026-02-24								scripts	58	6	0	1	0	Ahjan108				
module	scripts/ci/check_doctrine_schema.py		live	2026-02-24								scripts	111	6	0	1	0	Ahjan108				
module	scripts/ci/check_ei_v2_promotion_gate.py		live	2026-03-03								scripts	345	10	0	1	0	Ahjan108				
module	scripts/ci/check_export_no_bypass.py		live	2026-02-25								scripts	57	4	0	1	0	Ahjan108				
module	scripts/ci/check_integration_env.py		live	2026-03-31								scripts	116	5	0	1	0	Ahjan108				
module	scripts/ci/check_marketing_config.py		live	2026-03-06								scripts	441	5	0	1	0	Ahjan108				
module	scripts/ci/check_norcal_dharma_brand_guards.py		live	2026-03-03								scripts	64	3	0	1	0	Ahjan108				
module	scripts/ci/check_ollama_models.py		stub	2026-04-18								scripts	33	5	0	1	0	Nihala (Ma'at)				
module	scripts/ci/check_pearl_star_runner_online.py		stub	2026-04-18								scripts	44	6	0	1	0	Nihala (Ma'at)				
module	scripts/ci/check_platform_similarity.py		live	2026-02-24								scripts	501	8	0	1	0	Ahjan108				
module	scripts/ci/check_prose_duplication.py		live	2026-02-25								scripts	254	9	0	1	0	Ahjan108				
module	scripts/ci/check_series_content_uniqueness.py		live	2026-02-26								scripts	141	6	0	1	0	Ahjan108				
module	scripts/ci/check_series_metadata_intent.py		live	2026-02-26								scripts	125	7	0	1	0	Ahjan108				
module	scripts/ci/check_series_open_close_collision.py		live	2026-02-26								scripts	142	6	0	1	0	Ahjan108				
module	scripts/ci/check_structural_entropy.py		live	2026-02-24								scripts	526	8	0	1	0	Ahjan108				
module	scripts/ci/check_system_governance_status.py		live	2026-03-06								scripts	280	10	0	1	0	Ahjan108				
module	scripts/ci/check_teacher_readiness.py		live	2026-02-24								scripts	122	6	0	1	0	Ahjan108				
module	scripts/ci/check_teacher_synthetic_governance.py		live	2026-02-24								scripts	153	5	0	1	0	Ahjan108				
module	scripts/ci/check_voice_audition_contract.py		live	2026-03-31								scripts	97	4	0	1	0	Ahjan108				
module	scripts/ci/check_wave_density.py		live	2026-02-24								scripts	182	9	0	1	0	Ahjan108				
module	scripts/ci/collect_manga_bubble_tests.py		stub	2026-04-17								scripts	27	2	0	1	0	Nihala (Ma'at)				
module	scripts/ci/content_coverage_report.py		live	2026-03-06								scripts	185	10	0	1	0	Ahjan108				
module	scripts/ci/dump_video_config_json.py		stub	2026-04-02								scripts	29	5	0	1	0	Nihala (Ma'at)				
module	scripts/ci/flip_manga_backend.py		live	2026-04-18								scripts	51	4	0	1	0	Nihala (Ma'at)				
orphan_module	scripts/ci/integration_env_registry.py		orphaned	2026-04-03								scripts	114	1	0	0	0	Nihala (Ma'at)				
module	scripts/ci/ite_breath_check.py		live	2026-03-31								scripts	73	5	0	1	0	Ahjan108				
module	scripts/ci/ite_color_arc.py		live	2026-03-31								scripts	94	5	0	1	1	Ahjan108				
module	scripts/ci/ite_composite.py		live	2026-03-31								scripts	69	5	0	1	0	Ahjan108				
