region	brand_id	brand_name	canonical_source	locale	surface	required	present_count	planned_count	gap_count	authority_doc	notes
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	books_manga	yes	6	102	96	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=6; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	podcast_scripts	yes	0	32	32	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_interior	optional	0	4	4	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
japan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	ja_JP	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	books_manga	yes	6	102	96	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=6; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	podcast_scripts	yes	0	30	30	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_interior	optional	0	4	4	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
taiwan	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_TW	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	books_manga	yes	6	102	96	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=6; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	podcast_scripts	yes	0	48	48	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_interior	optional	0	4	4	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
china	devotion_path_shonen	Spiritual	config/manga/canonical_brand_list.yaml	zh_CN	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	books_prose	yes	44	25	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	books_manga	yes	14	102	88	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=14; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	podcast_scripts	yes	0	60	60	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	image_bank_interior	yes	0	14	14	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	image_bank_cover	yes	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	en_US	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	books_manga	yes	14	102	88	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=14; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	podcast_scripts	yes	0	40	40	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_interior	optional	0	14	14	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	books_manga	yes	14	102	88	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=14; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	podcast_scripts	yes	0	32	32	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_interior	optional	0	14	14	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
japan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	books_manga	yes	14	102	88	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=14; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	podcast_scripts	yes	0	30	30	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_interior	optional	0	14	14	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
taiwan	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	books_manga	yes	14	102	88	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=14; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	podcast_scripts	yes	0	48	48	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_interior	optional	0	14	14	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
china	digital_ground	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	books_prose	yes	0	25	25	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	prose series_plans_en_us uses short key via series_plan_alias
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	podcast_scripts	yes	0	60	60	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	image_bank_interior	yes	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	image_bank_cover	yes	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	en_US	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	podcast_scripts	yes	0	40	40	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ko_KR	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	podcast_scripts	yes	0	32	32	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
japan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	ja_JP	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	podcast_scripts	yes	0	30	30	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
taiwan	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_TW	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	podcast_scripts	yes	0	48	48	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
china	executive_calm_workplace	Burnout	config/manga/canonical_brand_list.yaml	zh_CN	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	books_prose	yes	0	25	25	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	prose series_plans_en_us uses short key via series_plan_alias
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	podcast_scripts	yes	0	60	60	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	image_bank_interior	yes	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	image_bank_cover	yes	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	en_US	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	podcast_scripts	yes	0	40	40	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ko_KR	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	podcast_scripts	yes	0	32	32	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
japan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	ja_JP	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	podcast_scripts	yes	0	30	30	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
taiwan	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_TW	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	podcast_scripts	yes	0	48	48	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
china	focus_sprint_workplace	ADHD	config/manga/canonical_brand_list.yaml	zh_CN	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	books_prose	yes	0	25	25	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	prose series_plans_en_us uses short key via series_plan_alias
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	podcast_scripts	yes	0	60	60	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	image_bank_interior	yes	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	image_bank_cover	yes	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	en_US	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	podcast_scripts	yes	0	40	40	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
us_eng_37	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ko_KR	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	books_manga	yes	8	102	94	config/manga/canonical_brand_list.yaml;specs/MANGA_CATALOG_RECONCILIATION_SPEC.md	local_scan=8; operator_verified_full=102 per brand×locale (37×5×102=18900 total)
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	podcast_scripts	yes	0	32	32	config/podcast/brand_podcast_plans.yaml;config/brand_admin/manga_canon_planned_volumes.yaml	
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_interior	optional	0	8	8	docs/PEARL_ARCHITECT_STATE.md IMG-RENDER-DUAL-PATH-V1-01	Path X: render once en_US; cross-market ship (optional per-locale regen)
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	image_bank_cover	optional	0	50	50	artifacts/catalog/worldwide_catalog_plan_en_US_2026-05-10.tsv	
japan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	ja_JP	music	no	0	0	0	config/music/music_brand_registry.yaml;MUSIC-MODE-BRAND-INTEGRATION-V1-01	
taiwan	gentle_growth_healing	Self-Worth	config/manga/canonical_brand_list.yaml	zh_TW	books_prose	no	0	0	0	config/brand_registry.yaml;config/source_of_truth/series_plans_en_us/	
