persona,topic,engine,planned_book_count,brand_spread,canonical_txt_present,story_atoms_present,thesis_topic_overlay,predicted_bind_status,predicted_acceptance_ceiling
healthcare_rns,burnout,grief,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,imposter_syndrome,watcher,59,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,financial_stress,shame,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,courage,false_alarm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,anxiety,overwhelm,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,overthinking,comparison,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,anxiety,false_alarm,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,social_anxiety,false_alarm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,boundaries,comparison,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,financial_stress,overwhelm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,comparison,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,spiral,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,burnout,overwhelm,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,depression,grief,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,social_anxiety,false_alarm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,anxiety,comparison,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,overthinking,shame,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,burnout,comparison,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,comparison,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,burnout,overwhelm,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,burnout,grief,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,somatic_healing,watcher,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,anxiety,watcher,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,sleep_anxiety,watcher,59,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,overwhelm,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,imposter_syndrome,watcher,59,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,comparison,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,depression,watcher,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,depression,overwhelm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,grief,watcher,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,watcher,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,boundaries,comparison,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,financial_anxiety,spiral,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,compassion_fatigue,watcher,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,depression,watcher,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,shame,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,anxiety,grief,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,overthinking,spiral,59,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,comparison,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,burnout,spiral,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,depression,overwhelm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,shame,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,courage,shame,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,social_anxiety,shame,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,overthinking,overwhelm,59,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,somatic_healing,overwhelm,59,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,compassion_fatigue,overwhelm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,anxiety,comparison,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,anxiety,watcher,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,social_anxiety,comparison,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,boundaries,overwhelm,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,financial_stress,spiral,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,burnout,shame,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,watcher,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,overthinking,comparison,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,imposter_syndrome,overwhelm,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,burnout,grief,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,boundaries,comparison,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,sleep_anxiety,comparison,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,boundaries,false_alarm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,false_alarm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,sleep_anxiety,shame,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_anxiety,shame,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,overthinking,shame,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,compassion_fatigue,watcher,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,compassion_fatigue,watcher,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,burnout,overwhelm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,imposter_syndrome,comparison,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,imposter_syndrome,false_alarm,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,courage,spiral,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,imposter_syndrome,spiral,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,burnout,comparison,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,sleep_anxiety,false_alarm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,sleep_anxiety,shame,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,sleep_anxiety,grief,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,anxiety,false_alarm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,self_worth,comparison,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,grief,grief,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,depression,watcher,58,38,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,imposter_syndrome,watcher,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,grief,58,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,false_alarm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,shame,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,depression,watcher,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,depression,grief,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,financial_stress,spiral,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,overwhelm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,financial_anxiety,overwhelm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,overwhelm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,compassion_fatigue,watcher,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,comparison,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,burnout,watcher,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,boundaries,comparison,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,compassion_fatigue,grief,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,depression,overwhelm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,burnout,overwhelm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,financial_stress,spiral,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,self_worth,shame,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,false_alarm,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,imposter_syndrome,false_alarm,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,anxiety,grief,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,financial_anxiety,shame,58,37,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,self_worth,shame,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,sleep_anxiety,shame,58,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,grief,watcher,58,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,somatic_healing,overwhelm,58,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,imposter_syndrome,spiral,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,social_anxiety,comparison,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,financial_stress,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,anxiety,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,compassion_fatigue,grief,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,financial_anxiety,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,sleep_anxiety,false_alarm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,boundaries,overwhelm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,grief,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,compassion_fatigue,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,boundaries,overwhelm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,anxiety,comparison,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,compassion_fatigue,grief,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,compassion_fatigue,shame,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,compassion_fatigue,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,social_anxiety,false_alarm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,boundaries,overwhelm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,social_anxiety,false_alarm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,sleep_anxiety,spiral,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,boundaries,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,social_anxiety,comparison,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,compassion_fatigue,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,shame,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,burnout,comparison,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,imposter_syndrome,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,false_alarm,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,false_alarm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,financial_stress,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,sleep_anxiety,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,somatic_healing,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,anxiety,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,anxiety,spiral,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,financial_stress,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,overthinking,overwhelm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,overthinking,spiral,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,sleep_anxiety,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,sleep_anxiety,watcher,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,sleep_anxiety,watcher,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,burnout,comparison,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,financial_anxiety,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,burnout,shame,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,burnout,false_alarm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,overthinking,spiral,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,burnout,spiral,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,anxiety,overwhelm,57,40,True,True,True,BOUND,authored-candidate-possible (Layer 2+ reachable; NOT guaranteed — see healthcare_rns x burnout 43006 precedent)
healthcare_rns,sleep_anxiety,false_alarm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,financial_anxiety,spiral,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,somatic_healing,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,boundaries,overwhelm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,burnout,false_alarm,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,financial_anxiety,spiral,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,financial_anxiety,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,boundaries,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,grief,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,boundaries,shame,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,somatic_healing,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,financial_anxiety,spiral,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,boundaries,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,anxiety,grief,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,sleep_anxiety,comparison,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,courage,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,boundaries,comparison,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,imposter_syndrome,spiral,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,compassion_fatigue,grief,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,financial_anxiety,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,burnout,spiral,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,depression,watcher,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,grief,watcher,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,social_anxiety,comparison,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,imposter_syndrome,shame,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,imposter_syndrome,grief,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,grief,grief,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,anxiety,false_alarm,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,sleep_anxiety,overwhelm,57,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_alpha_students,burnout,spiral,57,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,boundaries,comparison,57,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,imposter_syndrome,spiral,57,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,overthinking,overwhelm,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_z_professionals,sleep_anxiety,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
tech_finance_burnout,depression,grief,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
corporate_managers,sleep_anxiety,grief,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,burnout,false_alarm,56,39,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
millennial_women_professionals,depression,overwhelm,56,40,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
working_parents,sleep_anxiety,shame,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
entrepreneurs,imposter_syndrome,false_alarm,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
gen_x_sandwich,compassion_fatigue,shame,56,39,True,False,False,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
healthcare_rns,self_worth,comparison,56,40,True,False,True,UNBOUND-thin,structurally-clear-only (Layer 1 cap; research_fit binding cap per scorecard)
