severity	distinct_simplified_chars	total_simplified_occurrences	pr5682_ownership	simplified_chars_found	zh_tw_file
PARTIAL	4	4	UNOWNED	总寻崭脚	atoms/millennial_women_professionals/courage/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	无论归变	atoms/millennial_women_professionals/depression/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	4	31	UNOWNED	无论许条	atoms/millennial_women_professionals/financial_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	无论这个	atoms/millennial_women_professionals/financial_stress/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	4	22	UNOWNED	风发挥让	atoms/millennial_women_professionals/grief/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	4	7	UNOWNED	个这间脚	atoms/millennial_women_professionals/imposter_syndrome/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	4	5	UNOWNED	还认们从	atoms/millennial_women_professionals/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
PARTIAL	4	5	UNOWNED	间无论脚	atoms/millennial_women_professionals/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	头无论脚	atoms/millennial_women_professionals/self_worth/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	头场无论	atoms/millennial_women_professionals/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	4	5	UNOWNED	间这归结	atoms/millennial_women_professionals/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	变话无论	atoms/millennial_women_professionals/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	头话无论	atoms/millennial_women_professionals/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	5	UNOWNED	间无论学	atoms/millennial_women_professionals/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	4	6	UNOWNED	结崭头场	atoms/millennial_women_professionals/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	为写实现	atoms/working_parents/anchored/burnout/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	5	UNOWNED	写关说产	atoms/working_parents/anchored/grief/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	说实产带	atoms/working_parents/anchored/self_worth/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	为写负运	atoms/working_parents/anchored/self_worth/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	4	13	UNOWNED	场亲写线	atoms/working_parents/anchored/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	4	4	UNOWNED	写运实现	atoms/working_parents/burnout/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	归属练	atoms/educators/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	问题钟	atoms/educators/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	状态语	atoms/educators/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	现环拥	atoms/gen_z_professionals/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	这对实	atoms/gen_z_professionals/boundaries/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	们对双	atoms/gen_z_professionals/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	6	UNOWNED	场将较	atoms/gen_z_professionals/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	双该尽	atoms/gen_z_professionals/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	为们开	atoms/gen_z_professionals/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这处	atoms/gen_z_professionals/courage/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	装担许	atoms/gen_z_professionals/courage/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	7	UNOWNED	职业个	atoms/gen_z_professionals/courage/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	备动关	atoms/gen_z_professionals/courage/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	历却备	atoms/gen_z_professionals/courage/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	这现说	atoms/gen_z_professionals/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	该话驳	atoms/gen_z_professionals/depression/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	该处个	atoms/gen_z_professionals/depression/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	OWNED_BY_5682_DO_NOT_TOUCH	个这双	atoms/gen_z_professionals/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	鲜寻数	atoms/gen_z_professionals/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	钱选项	atoms/gen_z_professionals/financial_stress/SCENE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为个装	atoms/gen_z_professionals/financial_stress/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	6	UNOWNED	这还个	atoms/gen_z_professionals/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个补楼	atoms/gen_z_professionals/grief/SCENE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	较严备	atoms/gen_z_professionals/grief/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	场点变	atoms/gen_z_professionals/grief/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个这两	atoms/gen_z_professionals/grief/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	20	UNOWNED	当时总	atoms/gen_z_professionals/imposter_syndrome/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	这觉层	atoms/gen_z_professionals/imposter_syndrome/THREAD/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	观点义	atoms/gen_z_professionals/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	间尽个	atoms/gen_z_professionals/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个条馈	atoms/gen_z_professionals/overthinking/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关键权	atoms/gen_z_professionals/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这个	atoms/gen_z_professionals/self_worth/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	从达进	atoms/gen_z_professionals/self_worth/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	东个义	atoms/gen_z_professionals/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这处	atoms/gen_z_professionals/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个这绍	atoms/gen_z_professionals/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	这觉纳	atoms/gen_z_professionals/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	时钱义	atoms/gen_z_professionals/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	场担觉	atoms/healthcare_rns/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	肾觉样	atoms/healthcare_rns/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	纳线场	atoms/healthcare_rns/anxiety/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	误为个	atoms/healthcare_rns/burnout/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个场当	atoms/healthcare_rns/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	带来结	atoms/healthcare_rns/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	双个边	atoms/healthcare_rns/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为该这	atoms/healthcare_rns/courage/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	进驻个	atoms/healthcare_rns/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	当认帮	atoms/healthcare_rns/depression/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个载装	atoms/healthcare_rns/depression/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头拥绪	atoms/healthcare_rns/depression/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	伤现义	atoms/healthcare_rns/depression/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这处	atoms/healthcare_rns/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	却项识	atoms/healthcare_rns/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	则条认	atoms/healthcare_rns/financial_stress/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变却无	atoms/healthcare_rns/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	9	UNOWNED	经们垫	atoms/healthcare_rns/grief/SCENE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	场个义	atoms/healthcare_rns/grief/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为该这	atoms/healthcare_rns/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	职业频	atoms/healthcare_rns/self_worth/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	项阅读	atoms/healthcare_rns/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	个间脚	atoms/healthcare_rns/self_worth/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	间个项	atoms/healthcare_rns/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	间这个	atoms/healthcare_rns/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	7	UNOWNED	晓东个	atoms/healthcare_rns/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这处	atoms/healthcare_rns/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个开来	atoms/healthcare_rns/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	经开计	atoms/midlife_women/anxiety/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	现经统	atoms/midlife_women/sleep_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	话无论	atoms/millennial_women_professionals/anchored/anxiety/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	话无论	atoms/millennial_women_professionals/anchored/boundaries/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	场无论	atoms/millennial_women_professionals/anchored/burnout/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/courage/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anchored/courage/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/depression/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anchored/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	该无论	atoms/millennial_women_professionals/anchored/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anchored/financial_stress/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	没无论	atoms/millennial_women_professionals/anchored/financial_stress/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/grief/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anchored/overthinking/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	话无论	atoms/millennial_women_professionals/anchored/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anchored/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/anchored/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	无论学	atoms/millennial_women_professionals/anchored/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	发东个	atoms/millennial_women_professionals/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	间头归	atoms/millennial_women_professionals/anxiety/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	变无论	atoms/millennial_women_professionals/anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个这双	atoms/millennial_women_professionals/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	环这觉	atoms/millennial_women_professionals/burnout/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	这为说	atoms/millennial_women_professionals/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	间话崭	atoms/millennial_women_professionals/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	个双场	atoms/millennial_women_professionals/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这载	atoms/millennial_women_professionals/courage/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	结寻崭	atoms/millennial_women_professionals/courage/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	间无论	atoms/millennial_women_professionals/courage/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	点发这	atoms/millennial_women_professionals/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	长场个	atoms/millennial_women_professionals/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这处	atoms/millennial_women_professionals/financial_stress/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	6	UNOWNED	间头归	atoms/millennial_women_professionals/financial_stress/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头属间	atoms/millennial_women_professionals/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	无论预	atoms/millennial_women_professionals/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	职业鲜	atoms/millennial_women_professionals/grief/HOOK/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	这鲜个	atoms/millennial_women_professionals/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	条职业	atoms/millennial_women_professionals/grief/PERMISSION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	条权这	atoms/millennial_women_professionals/grief/PIVOT/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/grief/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	头无论	atoms/millennial_women_professionals/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	22	UNOWNED	进这为	atoms/millennial_women_professionals/overthinking/REFLECTION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	却间处	atoms/millennial_women_professionals/overthinking/SCENE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	无论间	atoms/millennial_women_professionals/overthinking/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	这让标	atoms/millennial_women_professionals/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	双这个	atoms/millennial_women_professionals/self_worth/INTEGRATION/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为这隐	atoms/millennial_women_professionals/self_worth/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	个崭间	atoms/millennial_women_professionals/self_worth/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	场为这	atoms/millennial_women_professionals/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	脚这觉	atoms/millennial_women_professionals/social_anxiety/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	个场脚	atoms/millennial_women_professionals/social_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	结变脚	atoms/millennial_women_professionals/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	声问题	atoms/nyc_executives/imposter_syndrome/THREAD/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为负运	atoms/working_parents/anchored/anxiety/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关为写	atoms/working_parents/anchored/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	开来写	atoms/working_parents/anchored/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关为负	atoms/working_parents/anchored/burnout/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为实负	atoms/working_parents/anchored/courage/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	13	UNOWNED	场现关	atoms/working_parents/anchored/courage/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为写运	atoms/working_parents/anchored/courage/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写实运	atoms/working_parents/anchored/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关写运	atoms/working_parents/anchored/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	16	UNOWNED	场实写	atoms/working_parents/anchored/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	12	UNOWNED	场词写	atoms/working_parents/anchored/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关为运	atoms/working_parents/anchored/financial_stress/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为写运	atoms/working_parents/anchored/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为写运	atoms/working_parents/anchored/grief/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写为运	atoms/working_parents/anchored/grief/shame/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	没实现	atoms/working_parents/anchored/overthinking/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为实运	atoms/working_parents/anchored/self_worth/false_alarm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	历为写	atoms/working_parents/anchored/self_worth/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	为写运	atoms/working_parents/anchored/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	12	UNOWNED	场为产	atoms/working_parents/anchored/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写为实	atoms/working_parents/anchored/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	关实现	atoms/working_parents/anchored/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写关运	atoms/working_parents/anchored/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写实条	atoms/working_parents/anxiety/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写转为	atoms/working_parents/boundaries/grief/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	错过个	atoms/working_parents/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
PARTIAL	3	3	UNOWNED	写个条	atoms/working_parents/boundaries/spiral/locales/zh-TW/CANONICAL.txt
PARTIAL	3	4	UNOWNED	紧绷东	atoms/working_parents/boundaries/watcher/locales/zh-TW/CANONICAL.txt
PARTIAL	3	5	UNOWNED	语时条	atoms/working_parents/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	发现	atoms/educators/adhd_focus/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	说聋	atoms/educators/burnout/overwhelm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	温经	atoms/educators/burnout/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	问题	atoms/educators/imposter_syndrome/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经统	atoms/educators/imposter_syndrome/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	来样	atoms/entrepreneurs/depression/TAKEAWAY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	继续	atoms/first_responders/grief/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	缝踪	atoms/gen_alpha_students/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/anxiety/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	该条	atoms/gen_z_professionals/anxiety/grief/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	现开	atoms/gen_z_professionals/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	个张	atoms/gen_z_professionals/boundaries/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	动态	atoms/gen_z_professionals/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	来读	atoms/gen_z_professionals/burnout/SCENE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	层当	atoms/gen_z_professionals/burnout/comparison/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	双这	atoms/gen_z_professionals/burnout/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	经让	atoms/gen_z_professionals/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	层带	atoms/gen_z_professionals/courage/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	观晓	atoms/gen_z_professionals/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	20	UNOWNED	职实	atoms/gen_z_professionals/depression/REFLECTION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这个	atoms/gen_z_professionals/depression/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	严执	atoms/gen_z_professionals/depression/shame/PIVOT/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	够剂	atoms/gen_z_professionals/depression/watcher/PERMISSION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	3	UNOWNED	许点	atoms/gen_z_professionals/depression/watcher/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这个	atoms/gen_z_professionals/financial_anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	费终	atoms/gen_z_professionals/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	税项	atoms/gen_z_professionals/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	决东	atoms/gen_z_professionals/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	层过	atoms/gen_z_professionals/financial_stress/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这还	atoms/gen_z_professionals/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	补们	atoms/gen_z_professionals/grief/HOOK/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/grief/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	见层	atoms/gen_z_professionals/grief/THREAD/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	条无	atoms/gen_z_professionals/grief/grief/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	4	UNOWNED	说双	atoms/gen_z_professionals/imposter_syndrome/INTEGRATION/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	为这	atoms/gen_z_professionals/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	这装	atoms/gen_z_professionals/overthinking/STORY/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	义个	atoms/gen_z_professionals/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
SPOT_LEAK	2	2	UNOWNED	该数	atoms/gen_z_professionals/self_worth/HOOK/locales/zh-TW/CANONICAL.txt
