# zh-TW Simplified contamination — KNOWN DEBT BASELINE
# Recorded: 2026-07-15 at origin/main 9e9b9e606791590337cd7d0f2fb425def2e6f760
# Gate: scripts/ci/check_zh_tw_simplified_contamination.py (ratchet/delta gate)
# Audit: artifacts/qa/zh_tw_simplified_contamination_20260715/
#
# Each row is PRE-EXISTING debt the gate tolerates at <= the recorded count.
# This list may only SHRINK. Never add a row to silence a failing PR — that
# is the bypass this gate exists to prevent. Remove a row when the file is
# repaired (the gate tells you to).
distinct_simplified_chars	zh_tw_file
1	atoms/healthcare_rns/anchored/STORY/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
8	atoms/healthcare_rns/anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
9	atoms/healthcare_rns/anxiety/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/anxiety/TEACHER_DOCTRINE/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/anxiety/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/anxiety/grief/locales/zh-TW/CANONICAL.txt
5	atoms/healthcare_rns/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/anxiety/shame/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/anxiety/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt
5	atoms/healthcare_rns/boundaries/REFLECTION/locales/zh-TW/CANONICAL.txt
5	atoms/healthcare_rns/boundaries/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/boundaries/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
5	atoms/healthcare_rns/boundaries/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/burnout/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/burnout/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/burnout/grief/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/burnout/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/burnout/shame/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/burnout/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/burnout/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
6	atoms/healthcare_rns/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/compassion_fatigue/THREAD/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/courage/HOOK/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt
5	atoms/healthcare_rns/courage/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/courage/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/courage/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/courage/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/courage/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/courage/grief/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/courage/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/courage/shame/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/courage/spiral/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/depression/REFLECTION/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/depression/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/depression/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/depression/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/depression/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/depression/grief/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/depression/overwhelm/locales/zh-TW/CANONICAL.txt
7	atoms/healthcare_rns/depression/shame/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/depression/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/depression/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/financial_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
11	atoms/healthcare_rns/financial_anxiety/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/financial_anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/financial_anxiety/grief/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/financial_stress/EXERCISE/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/financial_stress/INTEGRATION/locales/zh-TW/CANONICAL.txt
10	atoms/healthcare_rns/financial_stress/REFLECTION/locales/zh-TW/CANONICAL.txt
11	atoms/healthcare_rns/financial_stress/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/financial_stress/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/financial_stress/grief/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/financial_stress/shame/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/REFLECTION/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/grief/SCENE/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/grief/shame/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/grief/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/imposter_syndrome/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/imposter_syndrome/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/imposter_syndrome/grief/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/imposter_syndrome/shame/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/PIVOT/locales/zh-TW/CANONICAL.txt
109	atoms/healthcare_rns/overthinking/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/grief/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/shame/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/overthinking/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/self_worth/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/self_worth/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
6	atoms/healthcare_rns/self_worth/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/self_worth/SCENE/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/self_worth/STORY/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/self_worth/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/self_worth/false_alarm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/self_worth/grief/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/self_worth/shame/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/self_worth/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/self_worth/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/THREAD/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/sleep_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/sleep_anxiety/shame/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/sleep_anxiety/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/social_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/social_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/social_anxiety/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/somatic_healing/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/somatic_healing/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/somatic_healing/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/somatic_healing/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/somatic_healing/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/healthcare_rns/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/somatic_healing/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/healthcare_rns/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
1	atoms/healthcare_rns/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/healthcare_rns/somatic_healing/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
2	atoms/midlife_women/anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
2	atoms/midlife_women/anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
3	atoms/midlife_women/anxiety/STORY/locales/zh-TW/CANONICAL.txt
2	atoms/midlife_women/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/burnout/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/courage/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/courage/TAKEAWAY/locales/zh-TW/CANONICAL.txt
4	atoms/midlife_women/financial_stress/HOOK/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/grief/PERMISSION/locales/zh-TW/CANONICAL.txt
4	atoms/midlife_women/grief/TAKEAWAY/locales/zh-TW/CANONICAL.txt
2	atoms/midlife_women/self_worth/PIVOT/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/self_worth/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/sleep_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
3	atoms/midlife_women/sleep_anxiety/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/midlife_women/sleep_anxiety/TAKEAWAY/locales/zh-TW/CANONICAL.txt
2	atoms/midlife_women/social_anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/TAKEAWAY/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/anxiety/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/anxiety/grief/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/anxiety/shame/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/anxiety/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/boundaries/grief/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/boundaries/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/burnout/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/burnout/shame/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/anchored/courage/comparison/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/courage/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/courage/grief/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/anchored/courage/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/courage/shame/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/courage/spiral/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/courage/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/depression/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/depression/spiral/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/financial_anxiety/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/financial_anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/financial_anxiety/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/financial_stress/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/financial_stress/grief/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/financial_stress/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/financial_stress/shame/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/financial_stress/spiral/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/anchored/financial_stress/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/grief/comparison/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/grief/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/grief/spiral/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/imposter_syndrome/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/imposter_syndrome/overwhelm/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/imposter_syndrome/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/imposter_syndrome/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/overthinking/comparison/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/overthinking/grief/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/overthinking/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/overthinking/shame/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/self_worth/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/self_worth/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/self_worth/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/sleep_anxiety/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/sleep_anxiety/grief/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/sleep_anxiety/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/social_anxiety/grief/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/social_anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/social_anxiety/spiral/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/social_anxiety/watcher/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anchored/somatic_healing/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anchored/somatic_healing/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/somatic_healing/grief/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anchored/somatic_healing/shame/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anchored/somatic_healing/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anxiety/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anxiety/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/anxiety/PIVOT/locales/zh-TW/CANONICAL.txt
19	atoms/millennial_women_professionals/anxiety/REFLECTION/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/anxiety/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anxiety/STORY/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/anxiety/comparison/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anxiety/false_alarm/locales/zh-TW/CANONICAL.txt
8	atoms/millennial_women_professionals/anxiety/grief/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/anxiety/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anxiety/shame/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/anxiety/spiral/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/anxiety/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/boundaries/EXERCISE/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/boundaries/HOOK/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/boundaries/INTEGRATION/locales/zh-TW/CANONICAL.txt
11	atoms/millennial_women_professionals/boundaries/REFLECTION/locales/zh-TW/CANONICAL.txt
11	atoms/millennial_women_professionals/boundaries/SCENE/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/boundaries/STORY/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/boundaries/THREAD/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/boundaries/grief/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/boundaries/overwhelm/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/boundaries/shame/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/boundaries/spiral/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/boundaries/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/burnout/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/burnout/PERMISSION/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/burnout/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/burnout/STORY/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/burnout/comparison/locales/zh-TW/CANONICAL.txt
7	atoms/millennial_women_professionals/burnout/false_alarm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/burnout/grief/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/burnout/shame/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/burnout/spiral/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/compassion_fatigue/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/compassion_fatigue/INTEGRATION/locales/zh-TW/CANONICAL.txt
28	atoms/millennial_women_professionals/compassion_fatigue/PERMISSION/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/compassion_fatigue/PIVOT/locales/zh-TW/CANONICAL.txt
9	atoms/millennial_women_professionals/compassion_fatigue/REFLECTION/locales/zh-TW/CANONICAL.txt
11	atoms/millennial_women_professionals/compassion_fatigue/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/compassion_fatigue/STORY/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/compassion_fatigue/comparison/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/compassion_fatigue/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/compassion_fatigue/grief/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/compassion_fatigue/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/compassion_fatigue/shame/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/compassion_fatigue/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/compassion_fatigue/watcher/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/courage/EXERCISE/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/courage/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/courage/INTEGRATION/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/courage/PIVOT/locales/zh-TW/CANONICAL.txt
17	atoms/millennial_women_professionals/courage/REFLECTION/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/courage/SCENE/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/courage/STORY/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/courage/comparison/locales/zh-TW/CANONICAL.txt
5	atoms/millennial_women_professionals/courage/false_alarm/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/courage/overwhelm/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/courage/shame/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/courage/spiral/locales/zh-TW/CANONICAL.txt
8	atoms/millennial_women_professionals/courage/watcher/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/depression/EXERCISE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/depression/HOOK/locales/zh-TW/CANONICAL.txt
3	atoms/millennial_women_professionals/depression/INTEGRATION/locales/zh-TW/CANONICAL.txt
8	atoms/millennial_women_professionals/depression/REFLECTION/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/depression/SCENE/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/depression/STORY/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/depression/comparison/locales/zh-TW/CANONICAL.txt
4	atoms/millennial_women_professionals/depression/false_alarm/locales/zh-TW/CANONICAL.txt
1	atoms/millennial_women_professionals/depression/overwhelm/locales/zh-TW/CANONICAL.txt
6	atoms/millennial_women_professionals/depression/shame/locales/zh-TW/CANONICAL.txt
7	atoms/millennial_women_professionals/depression/spiral/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/depression/watcher/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/financial_anxiety/HOOK/locales/zh-TW/CANONICAL.txt
2	atoms/millennial_women_professionals/financial_anxiety/INTEGRATION/locales/zh-TW/CANONICAL.txt
